Oh	INTJ	Oh
et	CCONJ	et
De	ADP	de
eux	PRON	lui
trois	NUM	trois
relâchement	NOUN	relâchement
ils	PRON	il
les	DET	le
apporte	VERB	apporte
les	DET	le
comme	SCONJ	comme
raison	NOUN	raison
pieds	NOUN	pied
contre	ADP	contre
,	PUNCT	,
être	AUX	être
Comte	NOUN	comte
débattu	VERB	débattre
Les	DET	le
sa	DET	son
qu'	PRON	qu'
mon	DET	mon
père	NOUN	père
Marcheret	PROPN	Marcheret
distingue	VERB	distingue
,	PUNCT	,
sa	DET	son
la	DET	le
ainsi	ADV	ainsi
côte	NOUN	côte
de	ADP	de
celle-ci	PRON	celui-ci
et	CCONJ	et
eux	PRON	lui
borborygmes	NOUN	borborygme
,	PUNCT	,
cigarette	NOUN	cigarette
lui	PRON	lui
petite	ADJ	petit
évidemment	ADV	évidemment
ils	PRON	il
Chalva	PROPN	Chalva
Com	NOUN	com
la	DET	le
L'	DET	le
Mon	DET	mon
mur	NOUN	mur
trop	ADV	trop
sur	ADP	sur
Le	DET	le
sourit	VERB	sourire
tache	NOUN	tache
père	NOUN	père
lance	VERB	lancer
à	ADP	à
laisser	NOUN	laisser
.	PUNCT	.
de	ADP	de
mou	ADJ	mou
,	PUNCT	,
de	ADP	de
,	PUNCT	,
mais	CCONJ	mais
le	PRON	le
épaule	NOUN	épaule
Ensuite	ADV	ensuite
expression	NOUN	expression
pose	VERB	pose
inquiétude	NOUN	inquiétude
lâche	VERB	lâche
On	PRON	on
Le	DET	le
.	PUNCT	.
rapproche	VERB	rapproche
écarte	VERB	écarte
étoffe	NOUN	étoffe
sur	ADP	sur
clairs	ADJ	clair
.	PUNCT	.
hommes	NOUN	homme
»	PUNCT	»
flou	NOUN	flou
propos	NOUN	propos
.	PUNCT	.
il	PRON	il
bar	NOUN	bar
rouge	ADJ	rouge
Marcheret	PROPN	Marcheret
des	DET	un
ployée	VERB	ployer
animal	NOUN	animal
Il	PRON	il
.	PUNCT	.
gestes	NOUN	geste
leur	DET	leur
l'	DET	le
une	DET	un
Oh	INTJ	Oh
le	DET	le
appuyant	VERB	appuyer
.	PUNCT	.
Guy	PROPN	Guy
:	PUNCT	:
et	CCONJ	et
l'	DET	le
une	DET	un
poitrine	NOUN	poitrine
à	ADP	à
,	PUNCT	,
se	PRON	se
rigide	ADJ	rigide
.	PUNCT	.
d'	ADP	de
Le	DET	le
se	PRON	se
de	ADP	de
l'	DET	le
et	CCONJ	et
rose	ADJ	rose
ses	DET	son
paume	NOUN	paume
voix	NOUN	voix
la	DET	le
demeurent	VERB	demeurer
gestes	NOUN	geste
que	ADV	que
la	DET	le
«	PUNCT	«
Marcheret	PROPN	Marcheret
chuchotements	NOUN	chuchotement
poids	NOUN	poids
de	ADP	de
de	ADP	de
une	DET	un
de	ADP	de
façon	NOUN	façon
on	PRON	on
leurs	DET	leur
manger	VERB	manger
est	AUX	être
la	DET	le
cette	DET	ce
une	DET	un
désire	VERB	désire
jusqu'	ADP	jusque
a	AUX	avoir
la	DET	le
n'	ADV	n'
la	DET	le
architecture	NOUN	architecture
que	PRON	que
peut	VERB	pouvoir
,	PUNCT	,
sont	AUX	être
?	PUNCT	?
fait	VERB	faire
signifier	VERB	signifier
Veut	VERB	vouloir
.	PUNCT	.
vous	PRON	vous
à	ADP	à
dont	PRON	dont
:	PUNCT	:
offrir	VERB	offrir
figure	NOUN	figure
brutale	ADJ	brutal
quelque	DET	quelque
œil	NOUN	œil
Bien	ADV	bien
amicale	ADJ	amical
le	DET	le
son	DET	son
boissons	NOUN	boisson
,	PUNCT	,
se	PRON	se
,	PUNCT	,
Baisse	NOUN	baisse
claquante	ADJ	claquant
afin	ADV	afin
.	PUNCT	.
de	ADP	de
telle	ADJ	tel
Et	CCONJ	et
.	PUNCT	.
un	DET	un
rire	NOUN	rire
douleur	NOUN	douleur
instants	NOUN	instant
,	PUNCT	,
plats	NOUN	plat
avec	ADP	avec
on	PRON	on
main	NOUN	main
où	PRON	où
tient	VERB	tenir
.	PUNCT	.
son	DET	son
ceux	PRON	celui
dit	VERB	dire
Marcheret	PROPN	Marcheret
désordonnées	ADJ	désordonné
sous	ADP	sous
un	DET	un
propos	NOUN	propos
de	ADP	de
Au	ADP	au
bribes	NOUN	bribe
donne	VERB	donne
.	PUNCT	.
avant-guerre	NOUN	avant-guerre
la	DET	le
sur	ADP	sur
femme	NOUN	femme
Marcheret	PROPN	Marcheret
et	CCONJ	et
qui	PRON	qui
joues	NOUN	joue
,	PUNCT	,
que	ADV	que
se	PRON	se
syllabes	NOUN	syllabe
de	ADP	de
l'	DET	le
l'	DET	le
quelques	DET	quelque
.	PUNCT	.
impression	NOUN	impression
nuque	NOUN	nuque
Il	PRON	il
de	ADP	de
te	NOUN	te
une	DET	un
.	PUNCT	.
Grève	PROPN	Grève
de	ADP	de
joue	NOUN	joue
touche	VERB	touche
tiennent	VERB	tenir
mollesse	NOUN	mollesse
plus	ADV	plus
de	ADP	de
de	DET	de
guttural	ADJ	guttural
ombre	NOUN	ombre
établit	VERB	établir
une	DET	un
nœud	NOUN	nœud
mâchoires	NOUN	mâchoire
un	DET	un
des	DET	un
le	PRON	le
,	PUNCT	,
regarder	VERB	regarder
lui	PRON	lui
suspension	NOUN	suspension
se	PRON	se
détache	VERB	détache
prostrés	VERB	prostrer
toute	ADJ	tout
dont	PRON	dont
la	DET	le
,	PUNCT	,
s'	PRON	se
furtive	ADJ	furtif
ne	ADV	ne
adresse	NOUN	adresse
complicité	NOUN	complicité
jusqu'	ADP	jusque
le	DET	le
.	PUNCT	.
,	PUNCT	,
lèvres	NOUN	lèvre
entre	ADP	entre
qu'	SCONJ	que
faudrait	VERB	falloir
énergique	ADJ	énergique
mon	DET	mon
trop	ADV	trop
différentes	ADJ	différent
crue	ADJ	cru
il	PRON	il
le	DET	le
joyeuse	ADJ	joyeux
Comte	NOUN	comte
tables	NOUN	table
Ça	PRON	cela
saisit	VERB	saisir
exige	VERB	exiger
à	ADP	à
,	PUNCT	,
.	PUNCT	.
insuffisantes	ADJ	insuffisant
pendante	VERB	pender
ils	PRON	il
la	DET	le
index	NOUN	index
leur	DET	leur
lui	PRON	lui
aux	ADP	à
De	ADP	de
deux	PRON	deux
pas	ADV	pas
.	PUNCT	.
convaincre	VERB	convaincre
en	ADP	en
secs	ADJ	sec
,	PUNCT	,
et	CCONJ	et
Ils	PRON	il
une	DET	un
Monsieur	NOUN	Monsieur
père	NOUN	père
dessus	ADV	dessus
alanguissaient	VERB	alanguir
son	DET	son
capter	VERB	capter
ouate	NOUN	ouate
du	ADP	de
desserré	VERB	desserrer
table	NOUN	table
à	ADP	à
c'	PRON	ce
rauque	ADJ	rauque
-il	PRON	il
une	DET	un
posé	VERB	poser
leurs	DET	leur
Où	ADV	où
émet	VERB	émettre
presque	ADV	presque
se	PRON	se
avec	ADP	avec
son	NOUN	son
comme	ADP	comme
.	PUNCT	.
voix	NOUN	voix
conciliabule	NOUN	conciliabule
pénombre	NOUN	pénombre
le	DET	le
.	PUNCT	.
et	CCONJ	et
les	DET	le
a	AUX	avoir
celui	PRON	celui
et	CCONJ	et
,	PUNCT	,
Mon	DET	mon
(	PUNCT	(
définitive	NOUN	définitive
articule	VERB	articule
Pour	ADP	pour
Plus	ADV	plus
Pas	ADV	pas
une	DET	un
que	SCONJ	que
il	PRON	il
trop	ADV	trop
bute	VERB	bute
pesamment	ADV	pesamment
certain	ADJ	certain
recommence	VERB	recommencer
Écoutons	VERB	écouter
ronge	VERB	ronger
grandes	ADJ	grand
lui	PRON	lui
joue	NOUN	joue
l'	DET	le
façon	NOUN	façon
s'	PRON	se
il	PRON	il
,	PUNCT	,
et	CCONJ	et
nouveau	ADJ	nouveau
leurs	PRON	leurs
lui	PRON	lui
Ça	PRON	cela
.	PUNCT	.
?	PUNCT	?
et	CCONJ	et
yeux	NOUN	oeil
l'	PRON	l'
.	PUNCT	.
la	DET	le
pendant	ADP	pendant
sur	ADP	sur
.	PUNCT	.
de	ADP	de
pression	NOUN	pression
qu'	SCONJ	que
des	ADP	de
dîner	NOUN	dîner
grossière	ADJ	grossier
cornes	NOUN	corne
avec	ADP	avec
-	NOUN	-
perdent	VERB	perdre
n'	ADV	n'
ses	DET	son
lui	PRON	lui
une	DET	un
.	PUNCT	.
table	NOUN	table
normande	ADJ	normand
la	DET	le
vers	ADP	vers
nuque	NOUN	nuque
,	PUNCT	,
plus	ADV	plus
un	DET	un
épais	ADJ	épais
.	PUNCT	.
entre	ADP	entre
quelques	DET	quelque
sang	NOUN	sang
tord	VERB	tordre
distingue	VERB	distingue
échangent	VERB	échanger
indifférence	NOUN	indifférence
.	PUNCT	.
,	PUNCT	,
geste	NOUN	geste
chiquenaude	NOUN	chiquenaude
et	CCONJ	et
moment	NOUN	moment
voix	NOUN	voix
contre	ADP	contre
.	PUNCT	.
l'	DET	le
est	AUX	être
mon	DET	mon
pour	ADP	pour
Est	AUX	être
de	ADP	de
ne	ADV	ne
cravate	NOUN	cravate
Le	DET	le
lui	PRON	lui
Cette	DET	ce
retrouvent	VERB	retrouver
et	CCONJ	et
de	ADP	de
,	PUNCT	,
On	PRON	on
fait	VERB	faire
aussitôt	ADV	aussitôt
moment	NOUN	moment
que	SCONJ	que
déjà	ADV	déjà
garde-à-vous	NOUN	garde-à-vous
Sa	DET	son
il	PRON	il
Marcheret	PROPN	Marcheret
se	PRON	se
loin	ADV	loin
de	ADP	de
du	ADP	de
épargne	VERB	épargne
ne	ADV	ne
,	PUNCT	,
ou	CCONJ	ou
doigts	NOUN	doigt
père	NOUN	père
mon	DET	mon
.	PUNCT	.
autre	ADJ	autre
la	DET	le
examine	VERB	examine
Alors	ADV	alors
une	DET	un
se	PRON	se
comme	ADP	comme
côte	ADV	côte
peu	ADV	peu
à	ADP	à
se	PRON	se
tout	ADJ	tout
Plus	ADV	plus
objet	NOUN	objet
de	ADP	de
,	PUNCT	,
.	PUNCT	.
les	PRON	le
de	ADP	de
d'	ADP	de
lumière	NOUN	lumière
père	NOUN	père
laisser	VERB	laisser
«	PUNCT	«
rien	ADV	rien
d'	ADP	de
telle	ADJ	tel
est	AUX	être
qu'	SCONJ	que
L'	DET	le
pas	ADV	pas
boiseries	NOUN	boiserie
dans	ADP	dans
tous	ADJ	tout
minutes	NOUN	minute
la	DET	le
de	ADP	de
on	PRON	on
l'	DET	le
une	DET	un
Derrière	ADP	derrière
étouffe	VERB	étouffe
le	PRON	le
monte	VERB	monte
pèse	VERB	peser
une	DET	un
clins	NOUN	clin
Mais	CCONJ	mais
la	DET	le
Quant	ADV	quant
œil	NOUN	œil
Il	PRON	il
se	PRON	se
En	ADP	en
cérémonieux	ADJ	cérémonieux
des	DET	un
Les	DET	le
que	PRON	que
nuque	NOUN	nuque
t'	PRON	te
démarche	NOUN	démarche
.	PUNCT	.
»	PUNCT	»
un	DET	un
sur	ADP	sur
augmente	VERB	augmente
ou	CCONJ	ou
on	PRON	on
Guy	PROPN	Guy
une	DET	un
bronze	NOUN	bronze
contre	ADP	contre
chacune	PRON	chacun
il	PRON	il
insoutenable	ADJ	insoutenable
(	PUNCT	(
Grève	PROPN	Grève
tomber	VERB	tomber
la	DET	le
voix	NOUN	voix
de	ADP	de
de	ADP	de
en	ADP	en
contrastent	VERB	contraster
suspension	NOUN	suspension
un	DET	un
.	PUNCT	.
devrait	VERB	devoir
têtes	NOUN	tête
à	ADP	à
laisse	VERB	laisse
s'	PRON	se
tombe	VERB	tombe
murs	NOUN	mur
»	PUNCT	»
chose	NOUN	chose
lustre	NOUN	lustre
...	PUNCT	...
quand	SCONJ	quand
,	PUNCT	,
ça	PRON	cela
sortes	NOUN	sorte
s'	PRON	se
De	ADP	de
,	PUNCT	,
face	NOUN	face
il	PRON	il
«	PUNCT	«
s'	PRON	se
comme	ADP	comme
et	CCONJ	et
des	DET	un
.	PUNCT	.
-	NOUN	-
équilibre	NOUN	équilibre
la	PRON	le
au	ADP	au
le	DET	le
,	PUNCT	,
affaiblit	VERB	affaiblir
pouce	NOUN	pouce
mon	DET	mon
«	PUNCT	«
proue	NOUN	proue
pèse	VERB	peser
à	ADP	à
se	PRON	se
couverts	NOUN	couvert
:	PUNCT	:
appuyé	VERB	appuyer
pas	ADV	pas
)	PUNCT	)
à	ADP	à
et	CCONJ	et
une	DET	un
quelques	DET	quelque
vrai	ADJ	vrai
à	ADP	à
moindre	ADJ	moindre
,	PUNCT	,
la	DET	le
Marcheret	PROPN	Marcheret
de	ADP	de
et	CCONJ	et
.	PUNCT	.
le	DET	le
chevreuil	NOUN	chevreuil
silhouette	NOUN	silhouette
se	PRON	se
dossier	NOUN	dossier
Une	DET	un
se	PRON	se
la	DET	le
ont	AUX	avoir
.	PUNCT	.
Murraille	NOUN	murraille
curieux	ADJ	curieux
.	PUNCT	.
penche	VERB	penche
un	DET	un
Marcheret	PROPN	Marcheret
fort	ADV	fort
.	PUNCT	.
,	PUNCT	,
Au	ADP	au
main	NOUN	main
le	DET	le
,	PUNCT	,
épaule	NOUN	épaule
collerait	VERB	coller
.	PUNCT	.
Mais	CCONJ	mais
lumière	NOUN	lumière
provoquent	VERB	provoquer
cette	DET	ce
lui	PRON	lui
impression	NOUN	impression
par	ADP	par
Il	PRON	il
plus	ADV	plus
l'	DET	le
aller	VERB	aller
très	ADV	très
.	PUNCT	.
photographie	NOUN	photographie
,	PUNCT	,
père	NOUN	père
pâteuse	ADJ	pâteux
lent	ADJ	lent
aller	VERB	aller
tête	NOUN	tête
de	ADP	de
.	PUNCT	.
cicatrice	NOUN	cicatrice
.	PUNCT	.
»	PUNCT	»
à	ADP	à
dérobe	VERB	dérobe
se	PRON	se
menton	NOUN	menton
instant	NOUN	instant
la	DET	le
sa	DET	son
cerf	NOUN	cerf
liqueurs	NOUN	liqueur
père	NOUN	père
s'	PRON	se
leurs	DET	leur
visage	NOUN	visage
éclats	NOUN	éclat
Clic	PROPN	Clic
une	DET	un
seconde	NOUN	seconde
que	SCONJ	que
voit	VERB	voir
lui	PRON	lui
blondes	ADJ	blond
côtés	NOUN	côté
fini	ADJ	fini
se	PRON	se
.	PUNCT	.
bouton	NOUN	bouton
Marcheret	PROPN	Marcheret
par	ADP	par
d'	ADP	de
lui	PRON	lui
»	PUNCT	»
,	PUNCT	,
,	PUNCT	,
la	PRON	le
réveillée	VERB	réveiller
,	PUNCT	,
Le	DET	le
l'	DET	le
,	PUNCT	,
.	PUNCT	.
vers	ADP	vers
,	PUNCT	,
pour	ADP	pour
tourne	VERB	tourne
-il	PRON	il
Murraille	PROPN	Murraille
»	PUNCT	»
Mon	DET	mon
qui	PRON	qui
ami	NOUN	ami
En	ADP	en
fini	VERB	finir
donner	VERB	donner
Or	PROPN	Or
.	PUNCT	.
que	PRON	que
Mousquetaires	NOUN	mousquetaire
Annie	PROPN	Annie
,	PUNCT	,
bar	NOUN	bar
Maud	PROPN	Maud
Guy	PROPN	Guy
de	ADP	de
amitié	NOUN	amitié
qu'	PRON	qu'
a	AUX	avoir
giclée	NOUN	giclée
un	DET	un
la	DET	le
il	PRON	il
dépasser	VERB	dépasser
aux	ADP	à
a	AUX	avoir
Allons	VERB	aller
s'	PRON	se
triste	ADJ	triste
,	PUNCT	,
uniforme	NOUN	uniforme
-t	PRON	-t
adopte	VERB	adopte
va	VERB	aller
de	ADP	de
sourdine	NOUN	sourdine
poches	NOUN	poche
petite	ADJ	petit
est	AUX	être
que	SCONJ	que
de	ADP	de
la	DET	le
,	PUNCT	,
poursuit	VERB	poursuivre
cigarette	NOUN	cigarette
une	DET	un
de	ADP	de
,	PUNCT	,
ça	PRON	cela
aucune	DET	aucun
Les	DET	le
qui	PRON	qui
part	NOUN	part
?	PUNCT	?
elle	PRON	lui
hésite	VERB	hésite
il	PRON	il
Il	PRON	il
,	PUNCT	,
de	ADP	de
son	DET	son
épaule	NOUN	épaule
affirme	VERB	affirme
«	PUNCT	«
observe	VERB	observe
,	PUNCT	,
orchestre	NOUN	orchestre
Murraille	PROPN	Murraille
,	PUNCT	,
.	PUNCT	.
...	PUNCT	...
se	PRON	se
de	ADP	de
détails	NOUN	détail
-ce	PRON	-ce
d'	ADP	de
ton	NOUN	ton
l'	PRON	l'
fait	NOUN	fait
il	PRON	il
intéressantes	ADJ	intéressant
»	PUNCT	»
quelques	DET	quelque
touchera	VERB	toucher
mon	DET	mon
émissions	NOUN	émission
le	DET	le
Élysées	PROPN	Élysées
.	PUNCT	.
,	PUNCT	,
«	PUNCT	«
témoin	NOUN	témoin
bord	NOUN	bord
cher	ADJ	cher
dire	VERB	dire
en	PRON	en
Murraille	PROPN	Murraille
Murraille	PROPN	Murraille
écrie	VERB	écrier
bracelets	NOUN	bracelet
à	ADP	à
une	DET	un
des	ADP	de
a	AUX	avoir
envoie	VERB	envoyer
devant	ADP	devant
sa	DET	son
Rien	PRON	rien
mais	CCONJ	mais
encore	ADV	encore
Murraille	PROPN	Murraille
«	PUNCT	«
,	PUNCT	,
abord	ADV	abord
tête	NOUN	tête
(	PUNCT	(
y	PRON	y
veut	VERB	vouloir
homme	NOUN	homme
autre	PRON	autre
Ils	PRON	il
un	DET	un
son	DET	son
les	DET	le
souvenirs	NOUN	souvenir
belles	ADJ	bel
s'	PRON	se
massif	ADJ	massif
c'	PRON	ce
lui	PRON	lui
défier	VERB	défier
.	PUNCT	.
,	PUNCT	,
qui	PRON	qui
corsage	NOUN	corsage
a	VERB	avoir
!	PUNCT	!
amusée	VERB	amuser
mariage	NOUN	mariage
et	CCONJ	et
Il	PRON	il
célébrera	VERB	célébrer
les	DET	le
l'	DET	le
ans	NOUN	an
!	PUNCT	!
plaît	VERB	plaire
,	PUNCT	,
cimentera	VERB	cimenter
un	DET	un
la	DET	le
Hymne	PROPN	Hymne
ça	PRON	cela
l'	DET	le
elle	PRON	lui
gonflées	VERB	gonfler
les	DET	le
a	AUX	avoir
avant	ADP	avant
d'	ADP	de
ça	PRON	cela
Murraille	PROPN	Murraille
patiemment	ADV	patiemment
est	AUX	être
Maud	PROPN	Maud
de	ADP	de
confiance	NOUN	confiance
.	PUNCT	.
,	PUNCT	,
la	DET	le
»	PUNCT	»
mais	CCONJ	mais
l'	PRON	l'
-t	PRON	-t
.	PUNCT	.
fini	ADJ	fini
,	PUNCT	,
voyons	VERB	voir
maintenant	ADV	maintenant
aussitôt	ADV	aussitôt
ironie	NOUN	ironie
attention	NOUN	attention
fil	NOUN	fil
yeux	NOUN	oeil
que	SCONJ	que
rapporter	VERB	rapporter
,	PUNCT	,
est	AUX	être
»	PUNCT	»
?	PUNCT	?
communiqué	NOUN	communiqué
il	PRON	il
Gallas	PROPN	Gallas
,	PUNCT	,
contraire	NOUN	contraire
une	DET	un
.	PUNCT	.
silence	NOUN	silence
et	CCONJ	et
Il	PRON	il
de	ADP	de
coup	NOUN	coup
comme	ADP	comme
,	PUNCT	,
d'	ADP	de
»	PUNCT	»
quinine	NOUN	quinine
.	PUNCT	.
.	PUNCT	.
chanson	NOUN	chanson
viendront	VERB	venir
désigne	VERB	désigne
Chez	ADP	chez
grande	ADJ	grand
Chalva	PROPN	Chalva
lui	PRON	lui
de	ADP	de
Champagne	PROPN	Champagne
coi	VERB	coi
est	AUX	être
Mais	CCONJ	mais
histoire	NOUN	histoire
les	DET	le
nos	DET	notre
à	ADP	à
lui	PRON	lui
argenté	ADJ	argenté
Maud	PROPN	Maud
annonçant	VERB	annoncer
La	DET	le
entretien	NOUN	entretien
»	PUNCT	»
est	AUX	être
le	DET	le
(	PUNCT	(
n'	ADV	n'
Si	SCONJ	si
un	DET	un
été	AUX	être
et	CCONJ	et
non	ADV	non
en	ADP	en
peut	VERB	pouvoir
ras	ADJ	ras
meilleure	ADJ	meilleur
,	PUNCT	,
qu'	PRON	qu'
Gallas	PROPN	Gallas
verre	NOUN	verre
,	PUNCT	,
au	ADP	au
sur	ADP	sur
donner	VERB	donner
grande	ADJ	grand
personne	PRON	personne
du	ADP	de
,	PUNCT	,
Marcheret	PROPN	Marcheret
dix	NUM	dix
la	DET	le
gros	ADJ	gros
avec	ADP	avec
-	PROPN	-
,	PUNCT	,
.	PUNCT	.
qui	PRON	qui
sur	ADP	sur
Les	DET	le
boit	VERB	boire
d'	DET	d'
reste	VERB	reste
tête	NOUN	tête
du	ADP	de
demandé	VERB	demander
de	ADP	de
fini	VERB	finir
-il	PRON	il
et	CCONJ	et
s'	PRON	se
,	PUNCT	,
affection	NOUN	affection
de	ADP	de
tête	NOUN	tête
regarde	VERB	regarde
écoute	VERB	écoute
qu'	SCONJ	que
que	SCONJ	que
pas	ADV	pas
-il	PRON	il
-	PROPN	-
effiloche	VERB	effiloche
du	DET	de
fini	VERB	finir
n'	ADV	n'
laissent	VERB	laisser
,	PUNCT	,
son	DET	son
faire	VERB	faire
somme	NOUN	somme
la	DET	le
»	PUNCT	»
martèlera	VERB	marteler
dit	VERB	dire
pleine	ADJ	plein
en	ADP	en
exact	ADJ	exact
Quel	DET	quel
curieusement	ADV	curieusement
,	PUNCT	,
jours	NOUN	jour
Et	CCONJ	et
-elle	PRON	lui
plus	ADV	plus
est	AUX	être
Annie	PROPN	Annie
en	ADP	en
résiste	VERB	résiste
mis	VERB	mettre
sa	DET	son
chaudes	ADJ	chaud
!	PUNCT	!
ils	PRON	il
d'	ADP	de
?	PUNCT	?
donne	VERB	donne
appui	NOUN	appui
air	NOUN	air
où	PRON	où
reconnaissance	NOUN	reconnaissance
guerre	NOUN	guerre
paludisme	NOUN	paludisme
comme	ADP	comme
Non	ADV	non
.	PUNCT	.
troubles	ADJ	trouble
Murraille	PROPN	Murraille
miaula	VERB	miauler
rôle	NOUN	rôle
rire	NOUN	rire
dit	VERB	dire
Il	PRON	il
ne	ADV	ne
,	PUNCT	,
un	DET	un
augmente	VERB	augmente
les	DET	le
soir	NOUN	soir
Il	PRON	il
alors	ADV	alors
tourne	VERB	tourne
et	CCONJ	et
où	PRON	où
vient	VERB	venir
.	PUNCT	.
?	PUNCT	?
confidentiel	ADJ	confidentiel
mal	ADV	mal
de	ADP	de
fesses	NOUN	fesse
,	PUNCT	,
magnifiques	ADJ	magnifique
pas	ADV	pas
a	AUX	avoir
étaient	AUX	être
d'	ADP	de
?	PUNCT	?
?	PUNCT	?
Et	CCONJ	et
au	ADP	au
qu'	SCONJ	que
les	DET	le
l'	PRON	l'
un	DET	un
voilà	VERB	voilà
«	PUNCT	«
T.S.F.	PROPN	T.S.F.
long	ADJ	long
.	PUNCT	.
saloperie	NOUN	saloperie
voix	NOUN	voix
speaker	NOUN	speaker
«	PUNCT	«
ils	PRON	il
seule	ADJ	seul
!	PUNCT	!
lui	PRON	lui
Ça	PRON	cela
une	DET	un
pas	ADV	pas
Marcheret	PROPN	Marcheret
,	PUNCT	,
.	PUNCT	.
éteindre	VERB	éteindre
Maud	PROPN	Maud
Hein	VERB	hein
que	SCONJ	que
fait	VERB	faire
association	NOUN	association
mon	DET	mon
François	PROPN	François
levant	VERB	lever
comte	NOUN	comte
heures	NOUN	heure
plus	ADV	plus
amis	NOUN	ami
inconvénient	NOUN	inconvénient
nuits	NOUN	nuit
instant	NOUN	instant
d'	ADP	de
future	ADJ	futur
Gallas	PROPN	Gallas
.	PUNCT	.
Murraille	PROPN	Murraille
,	PUNCT	,
Hein	PRON	hein
Hein	VERB	hein
fout	VERB	foutre
vingt-trois	NUM	vingt-trois
au	ADP	au
Qu'	PRON	qu'
bien	ADV	bien
?	PUNCT	?
regarde	VERB	regarde
-ce	PRON	-ce
trois	NUM	trois
le	DET	le
s'	SCONJ	s'
illumine	VERB	illumine
fête	NOUN	fête
?	PUNCT	?
raison	NOUN	raison
vison	NOUN	vison
il	PRON	il
la	DET	le
Paris	PROPN	Paris
vers	ADP	vers
?	PUNCT	?
.	PUNCT	.
tzigane	ADJ	tzigane
les	DET	le
père	NOUN	père
?	PUNCT	?
foudre	NOUN	foudre
Paris	PROPN	Paris
restaurant	NOUN	restaurant
maillons	NOUN	maillon
a	AUX	avoir
aller	VERB	aller
sèche	ADJ	sec
lampe	NOUN	lampe
Marcheret	PROPN	Marcheret
près	ADV	près
d'	ADP	de
extrême	ADJ	extrême
le	DET	le
bar	NOUN	bar
heure	NOUN	heure
le	DET	le
saluer	VERB	saluer
en	ADP	en
Murraille	PROPN	Murraille
cash	NOUN	cash
de	DET	de
père	NOUN	père
avance	VERB	avancer
,	PUNCT	,
reste	NOUN	reste
de	ADP	de
coule	VERB	coule
et	CCONJ	et
ami	NOUN	ami
peut	VERB	pouvoir
le	DET	le
prêtera	VERB	prêter
Poisson	NOUN	poisson
«	PUNCT	«
la	DET	le
à	ADP	à
est	VERB	être
visage	NOUN	visage
!	PUNCT	!
sa	DET	son
le	DET	le
,	PUNCT	,
millions	NOUN	million
»	PUNCT	»
rageuse	ADJ	rageur
paludisme	NOUN	paludisme
veut	VERB	vouloir
)	PUNCT	)
.	PUNCT	.
à	ADP	à
est	VERB	être
lui	PRON	lui
de	ADP	de
flots	NOUN	flot
«	PUNCT	«
l'	DET	le
des	ADP	de
.	PUNCT	.
.	PUNCT	.
confidences	NOUN	confidence
de	ADP	de
elle	PRON	lui
bénéfices	NOUN	bénéfice
.	PUNCT	.
assis	VERB	asseoir
,	PUNCT	,
Marierait	VERB	marier
Pardon	NOUN	pardon
entre	ADP	entre
le	DET	le
lui	PRON	lui
et	CCONJ	et
il	PRON	il
vient	VERB	venir
familiale	ADJ	familial
Jean	PROPN	Jean
auxquelles	PRON	auxquelles
«	PUNCT	«
,	PUNCT	,
de	ADP	de
,	PUNCT	,
Eu	PROPN	Eu
n'	ADV	n'
.	PUNCT	.
homme	NOUN	homme
qui	PRON	qui
sont	AUX	être
Un	DET	un
Langer	PROPN	Langer
les	DET	le
'	DET	'
l'	DET	le
au	ADP	au
dire	VERB	dire
pour	ADP	pour
.	PUNCT	.
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
enfin	ADV	enfin
-	PROPN	-
avant-guerre	NOUN	avant-guerre
Ha	PROPN	Ha
dans	ADP	dans
épouser	VERB	épouser
de	ADP	de
et	CCONJ	et
.	PUNCT	.
en	ADP	en
Les	DET	le
sont	AUX	être
s'	PRON	se
Guy	PROPN	Guy
curieux	ADJ	curieux
à	ADP	à
lassitude	NOUN	lassitude
santé	NOUN	santé
«	PUNCT	«
mallette	NOUN	mallette
le	PRON	le
comme	ADP	comme
être	VERB	être
»	PUNCT	»
l'	DET	le
!	PUNCT	!
-ce	PRON	-ce
propos	NOUN	propos
père	NOUN	père
Mon	DET	mon
s'	PRON	se
Une	DET	un
,	PUNCT	,
tapote	VERB	tapote
heureux	ADJ	heureux
:	PUNCT	:
tête	NOUN	tête
des	ADP	de
indicatif	NOUN	indicatif
trois	PRON	trois
différence	NOUN	différence
son	DET	son
l'	DET	le
pétille	VERB	pétille
de	ADP	de
cheminée	NOUN	cheminée
sans	ADP	sans
sortir	NOUN	sortir
.	PUNCT	.
.	PUNCT	.
dire	VERB	dire
Un	DET	un
.	PUNCT	.
hausse	VERB	hausse
épouse	NOUN	épouse
où	PRON	où
fini	ADJ	fini
à	ADP	à
la	DET	le
de	ADP	de
l'	DET	le
de	ADP	de
évoque	VERB	évoque
peut	VERB	pouvoir
ont	AUX	avoir
qui	PRON	qui
et	CCONJ	et
.	PUNCT	.
combinaisons	NOUN	combinaison
et	CCONJ	et
?	PUNCT	?
fin	NOUN	fin
,	PUNCT	,
.	PUNCT	.
du	ADP	de
comte	NOUN	comte
joue	VERB	joue
Clos	PROPN	Clos
«	PUNCT	«
.	PUNCT	.
définition	NOUN	définition
D'	ADP	de
ans	NOUN	an
la	DET	le
,	PUNCT	,
de	ADP	de
Maud	PROPN	Maud
installé	VERB	installer
Marcheret	PROPN	Marcheret
